chr3L	22238875	47
chr3L	22428196	47
chr3L	2.26396e+07	47
chr3L	22781197	47
chr3L	22887002	47
chr3L	23003818	47
chr3L	23147604	47
chr3L	2.32604e+07	47
chr3L	2.35795e+07	47
chr3R	4.30955e+06	47.1
chr3R	4455919	47.1
chr3R	4579151	47.1
chr3R	4760220	47.1
chr3R	4.98223e+06	47.1
chr3R	5232642	47.5
chr3R	5447879	47.5
chr3R	5.61028e+06	47.5
chr3R	5.81897e+06	47.5
chr3R	6070627	47.5
chr3R	6342720	47.5
chr3R	6.55936e+06	47.5
chr3R	6761268	48
chr3R	6997227	48
chr3R	7.1361e+06	48
chr3R	7.46741e+06	48
chr3R	7945210	48
chr3R	8.25678e+06	48
chr3R	8575296	48
chr3R	8.87357e+06	48
chr3R	9.09116e+06	48
chr3R	9401447	48
chr3R	9754176	49
chr3R	1.00549e+07	49
chr3R	10268467	49
chr3R	1.04044e+07	49
chr3R	1.07435e+07	50
chr3R	1.11488e+07	50
chr3R	11535029	51
chr3R	1.18287e+07	51
chr3R	1.20094e+07	51
chr3R	12341155	52
chr3R	1.26544e+07	52
chr3R	1.29689e+07	53
chr3R	1.33244e+07	53
chr3R	13663898	54
chr3R	14034850	54
chr3R	1.43207e+07	55
chr3R	14545425	55
chr3R	14865204	56
chr3R	1.51855e+07	56
chr3R	1.54697e+07	57
chr3R	1.58252e+07	58
chr3R	16301804	58
chr3R	1.65762e+07	59
chr3R	16656202	59
chr3R	16929889	59
chr3R	17189983	60
chr3R	17346634	60
chr3R	1.75502e+07	61
chr3R	17790136	61
chr3R	17960936	61
chr3R	18061633	62
chr3R	18193439	62
chr3R	1.83577e+07	63
chr3R	18559534	64
chr3R	1.87331e+07	64
chr3R	18869617	65
chr3R	1.90078e+07	65
chr3R	19165676	66
chr3R	19478151	66
chr3R	1.98333e+07	67
chr3R	20034050	67
chr3R	2.0178e+07	68
chr3R	20392289	68
chr3R	2.066e+07	69
chr3R	20889272	69
chr3R	21054103	70
chr3R	21178524	71
chr3R	2.13168e+07	71
chr3R	2.15234e+07	72
chr3R	2.18326e+07	73
chr3R	22246990	74
chr3R	2.25708e+07	75
chr3R	22747075	76
chr3R	22971004	77
chr3R	2.32393e+07	78
chr3R	23436864	79
chr3R	23612370	80
chr3R	23763876	80
chr3R	23876804	81
chr3R	2.4002e+07	82
chr3R	2.41264e+07	83
chr3R	2.42852e+07	84
chr3R	2.46107e+07	85
chr3R	24971216	86
chr3R	2.51971e+07	87
chr3R	2.53661e+07	87
chr3R	25575884	88
chr3R	25909454	89
chr3R	26234848	90
chr3R	26460556	91
chr3R	26646056	91
chr3R	26894398	92
chr3R	27159909	92
chr3R	27349537	93
chr3R	27552601	94
chr3R	2.78767e+07	94
chr3R	2.82332e+07	95
chr3R	2.85139e+07	96
chr3R	2.875e+07	97
chr3R	29326786	98
chr3R	2.96223e+07	99
chr3R	2.98667e+07	99
chr3R	3.00553e+07	100
chr3R	30238264	100
chr3R	3.04605e+07	100
chr3R	30762828	101
chr3R	31101640	102
chr3R	3.14444e+07	102
chr3R	31765610	102
